,Title,count
833,CLIN SOCIAL WORKER 2 PD,49
1858,LECT PSOE-AY-B/E/E,49
2720,RAD THER TCHNO,49
915,COMPENSATION ANL 3,49
2128,MUSEUM SCI AST,49
3168,STDT LIFE DEV SPEC 1,49
2959,RSCH GNT PRG OFCR 3,49
3135,STDT CAMP PRG ONSITE,49
20,ACAD PRG MGR 1,49
535,BIOINFORMATICS PROGR 2,50
2076,MEDIA COMM SPEC 3,50
3406,ULTRASOUND TCHNO,50
3108,STDT ACAD ADVISOR 4,50
1355,FAC MGT SPEC 4,50
3479,VISUAL COMM SPEC 4,51
1632,HOSP LAB TCHN 4,51
2023,MED CTR FOOD SVC WORKER SR PD,51
1436,FINANCIAL SVC SUPV 1,51
762,CLIN INFORMATICS SPEC 3,51
3164,STDT LIFE DEV MGR 1,51
1670,HS ASST CLIN PROF-AY,51
1641,HOSP UNIT SVC CRD 2,52
141,ADMIN SPEC SUPV,52
2946,RSCH CMPLNC ANL 4,52
2166,NURSE AID SR PD,52
243,ANESTHETIST NURSE SR PD,52
1418,FINANCIAL ANL 5,52
2416,PHYS PLT LABORER GARDENER B,52
2338,PAT TRANSPORT TCHN 1,52
2340,PAT TRANSPORT TCHN 2 PD,52
1528,GI ENDOSCOPY TCHN 2,52
877,CNSLNG PSYCHOLOGIST 2 HX,53
926,COMPUTER RESC SPEC 1,53
1726,INSTITUTIONAL RSCH ANL 3,53
2163,NUC MED TCHNO SR,53
1749,INTERVENTIONAL RADLG TCHNO,53
3368,TRAINER 4,53
1934,MAIL PROCESSOR,53
412,ASST RES-FY-B/E/E,53
3249,SUPV TEACHER ED-AY,53
542,BIOMED EQUIP TCHN 2,53
1489,FOOD SVC WORKER PRN,53
2493,POLICE SERGEANT SUPV 2,53
2282,PAT BILL AND COLL SUPV 1,53
964,CONTRACTS AND GRANTS SUPV 2,53
3172,STDT LIFE DEVT SUPV 1,53
632,CARE SUPV 1,53
3128,STDT AFFAIRS OFCR 4 SUPV,53
406,ASST PROJ SCIENTIST-FY NEX,54
49,ACCESS REPR PD,54
2434,PHYS THER 3 NEX,54
2556,PRODUCER DIR SR,54
3066,SR LECT-AY-CONTINUING,54
1257,EMPLOYEE SVC ASC,54
3224,STORES WORKER,54
1262,EMPLOYMENT REPR 2,55
1736,INSTRUCTIONAL DESIGNER 3,55
1217,ELECTR TCHN PRN,55
1809,K to 14 ACAD PREP SPEC 4,55
1139,DIGITAL COMM SPEC 4,55
380,ASST CLIN PROF-VOL,56
829,CLIN RSCH SUPV 2,56
2034,MED CTR STOREKEEPER,56
2974,SCENE TCHN,56
2339,PAT TRANSPORT TCHN 2,56
1683,HVAC MECH,56
1784,IT SCRTY ANL 4,57
1475,FOOD SVC MGR 1,57
1775,IT ARCHITECT 5,57
2724,RAD THER TCHNO SR,57
2734,RADLG SVC SUPV 2,57
2979,SCENE TCHN SR,57
1403,FIN ANL SR,57
818,CLIN RSCH ANL 4,57
1936,MAIL PROCESSOR SR,57
1054,DATA SYS ANL 2,58
2307,PAT NAVGTR NON-CLIN 3,58
1500,FUNDRAISING MGR 2,58
1004,CTRL SVC TCHN 2,58
1713,INFO SYS MGR 2,58
1244,EMERGENCY TRAUMA TCHN,58
381,ASST COOP EXT ADVISOR,58
103,ADJ PROF-FY,58
300,ASSOC ADJ PROF-AY,58
3253,SURGICAL TCHN PD,59
585,BUS INTEL SPEC 3,59
2898,RESP CARE PRACT TCHN,59
549,BLANK AST 2 PD,59
1420,FINANCIAL ANL MGR 2,59
3515,WRITER EDITOR 4,59
3175,STDT PEER CNSLR WKSTY,59
2130,MUSEUM SCI SR,59
2015,MED CTR ENVIR SVC WORKER 1,59
374,ASST ADJ PROF-FY,59
2402,PHLEBOTOMIST,60
3173,STDT LIFE DEVT SUPV 2,60
25,ACAD PRG MGT OFCR 5,60
2686,PUBLICATIONS PROD SPEC 3,61
1484,FOOD SVC SUPV 2,61
2220,OPS ROOM SUPP AST,61
2597,PROGR ANL 4 SUPV,61
3213,STOREKEEPER,62
2508,POSTDOC-EMPLOYEE NEX,62
536,BIOINFORMATICS PROGR 3,62
14,ACAD HR ANL 4,62
2383,PHARMACIST 5,63
2213,OPS ROOM AST 1,63
1570,HEALTH EDUCATOR 3,63
257,APPLICATIONS PRG SUPV 2,63
1942,MAINT MECH,63
899,COMM AND NETWORK TCHL ANL 4,64
791,CLIN NURSE EDUC 4,64
2459,PHYSCN SR,64
2108,MGT SVC OFCR 3 SUPV,64
2429,PHYS THER 1 PD,64
2114,MRI TCHNO,64
3152,STDT HEALTH PHYSCN 4,64
233,ANESTHESIA TCHN 2,64
1576,HEALTH INFO CODER 4,64
2982,SCRTY GUARD SR,65
1494,FUNDRAISER 2 NEX,65
1667,HS ASSOC CLIN PROF-FY,65
3204,STERILE PROCESSING TCHN 3,65
2872,RES-FY-NON REP,65
3111,STDT ACAD SPEC 2,65
2659,PUBL EDUC SPEC 4,65
1807,K to 14 ACAD PREP SPEC 2,65
2612,PROJECT POLICY ANL 5,66
3181,STDT RSDNC HALLS BYA,66
553,BLANK AST 3 SUPV,67
655,CASE MGR PD,67
789,CLIN NURSE EDUC 3,67
679,CHEF 2,67
2396,PHARMACY TCHN 1,67
1746,INTERN-CLIN PSYCH-GENL CAMP,67
1832,LAB RSCH SUPV 2,68
2444,PHYSCN AST,68
3462,VIS ASST PROJ SCIENTIST,68
2280,PAT BILL AND COLL REPR 3,68
2910,REVENUE CYCLE HC ANL 2,68
3171,STDT LIFE DEV SPEC 4,68
423,ASST SPECIALIST NEX,69
1321,EXEC ADVISOR 4,69
2581,PROF-SFT-VM,69
450,ATH PROFL 3 BYA,69
171,ADV OFCR 2,69
202,ALUMNI EXTERNAL REL SPEC 2,69
3455,VIS ASSOC PROF,69
2804,REG DENTAL AST,70
1507,GEN ACCOUNTANT 4,70
988,COUNSEL 4,70
1574,HEALTH INFO CODER 2,71
2418,PHYS PLT MECH,71
221,AMBUL CARE PAT MGR 1,72
1869,LECT-AY-1/9-CONTINUING,72
5,ACAD ACHIEVEMENT CNSLR 3,72
446,ATH PROFL 1 BYA,73
172,ADV OFCR 3,73
538,BIOINFORMATICS PROGR 4,73
850,CMPTL AND DATA SCI RSCH SPEC 4,73
1215,ELECTED OFCR STDT GOVT,74
3276,SYS ADM 2,74
2106,MGT SVC OFCR 2 SUPV,74
3014,SKLD CRAFTS TRADES SUPV 2,74
3318,TCHN AST,74
688,CHIEF RESID PHYS-NON REP,74
638,CAREER SVC SPEC 3,75
3195,STEAM OPS ENGR,75
3059,SR LECT SOE-AY,75
2779,RECR PRG INSTR 3,76
2539,PROCUREMENT ANL 3,76
2195,OCCUPATIONAL THER 2 NEX,76
1599,HISTO TCHNO 2,76
795,CLIN NURSE OR ADV PRACT SPEC 4,77
3217,STOREKEEPER SR,77
558,BLDG MAINT WORKER,77
2598,PROGR ANL 5,77
3112,STDT ACAD SPEC 3,77
1678,HS CLIN PROF-FY,77
2952,RSCH DATA ANL 1,77
776,CLIN LAB SCI SPEC SR,77
3018,SOCIAL WORK ASC,78
974,COOP EXT ADVISOR,78
3483,VOC NURSE PD,78
830,CLIN SOCIAL WORKER 1 EX,78
2299,PAT ESCORT,78
324,ASSOC LIBRARIAN-POTNTL CAREER,78
35,ACADEMIC ADMINISTRATOR VII,78
2760,RECALL NON-FACULTY ACAD NEX,78
1614,HOSP AST 1 PD,78
1645,HOUSE MGR 2,78
3381,TRANSPLANT CRD 2,79
1967,MARKETING SPEC 2,79
1717,INFO SYS SUPV 2,79
278,ARTIST SR,79
2515,PRG PROMOTION MGR 1,79
1371,FAC WORKER,79
225,AMBUL CARE PAT SUPV 2,79
323,ASSOC LIBRARIAN -CAREER STATUS,80
1617,HOSP AST PD,80
929,COMPUTING RESC MGR 1,80
639,CAREER SVC SPEC 4,80
1626,HOSP LAB TCHN 1 PD,80
993,CT TCHNO,81
1569,HEALTH EDUCATOR 2,81
861,CMTY HEALTH OUTR PROFL 2,81
1505,GEN ACCOUNTANT 2,81
2677,PUBL SFTY DISPATCHER,82
108,ADJUNCT PROFESSOR,82
204,ALUMNI EXTERNAL REL SPEC 4,83
1143,DIR ASC,83
98,ADJ PROF-AY,83
1902,LIBRARY PROFL 4,83
2646,PUBL ADMSTN ANL PRN,84
1203,EHS SPEC 2 NEX,84
127,ADMIN MGR 3,84
433,AST TO DEAN DIR CHAIR 1,84
2713,QLTY IMPV HC SPEC 4,85
1207,EHS SPEC 4,85
2955,RSCH DATA ANL 4,85
897,COMM AND NETWORK TCHL ANL 3,85
1747,INTERN-CLINICAL PSYCHOLOGY,85
1860,LECT SOE-AY,85
458,ATH TRAINER 3,86
1419,FINANCIAL ANL MGR 1,86
2746,READER-NON STDNT,86
692,CHILD DEV CTR AST,86
654,CASE MGR NEX,87
2306,PAT NAVGTR NON-CLIN 2,87
2736,RADLG TCHNO PD,88
44,ACADEMIC COORD III-FY,89
643,CARPENTER,89
3200,STERILE PROCESSING TCHN 1,89
2606,PROJECT POLICY ANL 1,89
1905,LIFEGUARD,90
2935,RSCH AND DEV ENGR 1,90
2267,PARKING REPR SR,90
3414,UNCLASSIFIED,90
1263,EMPLOYMENT REPR 3,90
109,ADM CRD OFCR,90
3252,SURGICAL TCHN,90
2911,REVENUE CYCLE HC ANL 3,91
698,CHILD DEV CTR TEACHER 2,92
2107,MGT SVC OFCR 3,92
1615,HOSP AST 2 PD,92
689,CHIEF RESID PHYS-REP,92
2289,PAT CARE AST PD,92
2399,PHARMACY TCHN 2 PD,92
828,CLIN RSCH SUPV 1,92
3169,STDT LIFE DEV SPEC 2,93
930,COMPUTING RESC MGR 2,93
2127,MUSEUM SCI,93
1707,INFO SYS ANL 2,93
2314,PAT RCDS ABSTRACTOR 4,94
425,ASST TEACHER-UNEX,94
1872,LECT-FY-CONTINUING,94
209,AMBUL CARE ADMSTN CRD 2,94
320,ASSOC IN__-AY- 1/10 -NON-GSHIP,94
1353,FAC MGT SPEC 2,94
517,BENEFITS ANL 3,95
3187,STDT SVC ADVISOR 4,95
2379,PGY I PHARMACY RESID/NON REP,95
773,CLIN LAB SCI PD,96
2590,PROGR ANL 1,96
1022,CUSTODIAL SUPV 1,96
1409,FINANCIAL AID OFCR 3,96
2386,PHARMACIST SR EX,96
2356,PERF ARTIST 2,96
1074,DEAN,97
1993,MED AST 2 PD,97
763,CLIN INFORMATICS SPEC 4,97
2966,RSDT AST,97
1624,HOSP BLANK AST 4,97
2242,OTH POST DDS/NON REP,98
3312,TCHL PROJECT MGT PROFL 3,98
2243,OTH POST-MD TRAIN 2-8/NON REP,99
164,ADMITTING WORKER,99
1593,HEALTH TCHN 2,99
1057,DATA SYS ANL 4,99
2032,MED CTR SCRTY OFCR SR,99
2938,RSCH AND DEV ENGR 4,100
1328,EXEC AST 4,100
2538,PROCUREMENT ANL 2,101
168,ADMITTING WORKER SR,101
1558,GSR-TUIT & FEE REM-UCSD-GRP E,101
3121,STDT AFFAIRS OFCR 1,101
1831,LAB RSCH SUPV 1,103
2017,MED CTR FOOD SVC WORKER,103
2781,RECR PRG LEADER 2 BYA,104
2176,NURSE PRACT PD,104
2287,PAT BILLER 4,104
1841,LABORER,104
1144,DIR AST,104
3179,STDT RESEARCHER WKSTY,105
781,CLIN LIC SOCIAL WORKER,105
715,CLERK,105
1712,INFO SYS MGR 1,107
143,ADMIN SUPV 1,107
3409,ULTRASOUND TCHNO PRN,107
1559,GSR-TUIT & FEE REM-UCSD-GRP F,108
1363,FAC PROJECT MGT SPEC 3,108
1246,EMERGENCY TRAUMA TCHN SR,110
590,BUS SYS ANL 2,111
1751,INTRM POSTDOC SCHOLAR-EMPLOYEE,111
2945,RSCH CMPLNC ANL 3,111
1808,K to 14 ACAD PREP SPEC 3,111
2475,PLUMBER,112
3482,VOC NURSE,112
516,BENEFITS ANL 2,114
214,AMBUL CARE ADMSTN MGR 1,114
203,ALUMNI EXTERNAL REL SPEC 3,114
52,ACCESS REPR SR,115
219,AMBUL CARE ADMSTN SUPV 2,115
1968,MARKETING SPEC 3,115
831,CLIN SOCIAL WORKER 1 NEX,116
3345,TELEMETRY TCHN,117
1555,GSR-TUIT & FEE REM-UCSD-GRP B,117
2384,PHARMACIST PD,117
1055,DATA SYS ANL 3,118
2656,PUBL EDUC SPEC 2,118
2150,NON-PHYS CLIN TRAIN,118
3334,TEACHING ASSISTANT - STIPEND,118
2981,SCRTY GUARD,120
38,ACADEMIC COORD I-FY,120
2183,NURSE SVC MGR 1,120
780,CLIN LAB SUPV 2,120
484,AUTO EQUIP OPR SR,121
973,COOK SR,121
407,ASST PROJ SCIENTIST-FY-B/E/E,122
3367,TRAINER 3,123
2232,ORGANIZATIONAL CNSLT 4,123
3321,TCHN SR,124
2347,PAYROLL ANL 2,124
1506,GEN ACCOUNTANT 3,124
2637,PSYCHOLOGIST 2,125
3158,STDT INTRA SPORTS,125
911,COMM SPEC 4,126
866,CMTY HEALTH PRG REPR,127
2936,RSCH AND DEV ENGR 2,128
94,ADDL COMP-HGH&OLIVE VIEW MCS,129
883,COACH AST 2,129
2184,NURSE SVC MGR 2,129
95,ADJ INSTR-AY,131
218,AMBUL CARE ADMSTN SUPV 1,132
1354,FAC MGT SPEC 3,133
114,ADMIN ANL PRN SUPV,133
22,ACAD PRG MGT OFCR 3,133
2431,PHYS THER 2 NEX,134
3127,STDT AFFAIRS OFCR 4,135
2657,PUBL EDUC SPEC 3,135
868,CMTY HEALTH PRG REPR PD,137
1365,FAC PROJECT MGT SPEC 4,137
824,CLIN RSCH CRD SR NEX,138
3322,TEACHER-SPEC PROG,138
3160,STDT IT,138
1483,FOOD SVC SUPV 1,138
116,ADMIN ANL SR SUPV,139
3314,TCHL PROJECT MGT PROFL 4,139
1128,DIETITIAN 2,140
157,ADMISSIONS RECRMT SPEC 2,140
1856,LECT PSOE-AY,141
2506,POST DDS I-VI/NON REP,141
879,CNSLNG PSYCHOLOGIST 3 HX,141
696,CHILD DEV CTR TEACHER 1,142
927,COMPUTER RESC SPEC 2,142
2519,PRG REPR 1,143
319,ASSOC IN ____-AY-GSHIP,145
152,ADMISSIONS EVALUATOR IR,146
428,AST PHYSCN,148
1564,HEAD COACH 5,149
321,ASSOC IN__-AY- 1/9 -NON-GSHIP,150
2030,MED CTR SCRTY OFCR,150
1026,CUSTODIAN LD,150
242,ANESTHETIST NURSE SR NEX,151
1821,LAB HELPER,151
262,APPLICATIONS PROGR 2,152
111,ADMIN ANL AST,153
2892,RESID-VET MED/NON REP,153
1311,EVENTS SPEC 2,153
1307,EVENTS CRD 2,154
1671,HS ASST CLIN PROF-FY,156
1346,FAC MECH,157
1495,FUNDRAISER 3,158
226,AMERICORP MEMBER,159
1594,HEALTH TCHN 3,159
3207,STF PHARMACIST 1 NEX,160
1990,MED AST 1,160
2860,REMD TUT II-GSHIP,161
2737,RADLG TCHNO PRN,161
970,COOK AST,162
2521,PRG REPR 3,162
1312,EVENTS SPEC 3,162
105,ADJ PROF-HCOMP,164
787,CLIN NURSE 4,164
1497,FUNDRAISER 4,165
3470,VIS PROF,167
3514,WRITER EDITOR 3,168
2446,PHYSCN AST SR,168
349,ASSOC RES-FY,168
158,ADMISSIONS RECRMT SPEC 3,169
2645,PUBL ADMSTN ANL AST,169
554,BLANK AST 4,170
1655,HR GENERALIST 3,171
837,CLIN SPEC EX,172
2245,PAINTER,172
2577,PROF-AY-LAW,172
1487,FOOD SVC WORKER LD,174
1710,INFO SYS ANL 4,174
2758,RECALL HCOMP,174
401,ASST PROF-HCOMP,174
339,ASSOC PROF-HCOMP,175
2741,RADLG TCHNO SR,175
1629,HOSP LAB TCHN 3,176
731,CLIN CARE PARTNER,176
2867,RES-FY,177
600,BUS TCHL SUPP ANL 3 TX,177
1498,FUNDRAISER 5,178
1138,DIGITAL COMM SPEC 3,178
2105,MGT SVC OFCR 2,180
855,CMTY EDUC SPEC 1,180
717,CLERK SR OR SECR,181
2937,RSCH AND DEV ENGR 3,181
3279,SYS ADM 4,183
1587,HEALTH PROFNS EDUC SPEC 3,183
370,ASST ADJ PROF-AY,184
2329,PAT SUPP AST,184
2759,RECALL NON-FACULTY ACAD,184
891,COLL REPR,186
2000,MED CTR COOK,186
138,ADMIN OFCR 4,188
2809,REG RESP THER PD,188
2735,RADLG TCHNO,188
126,ADMIN MGR 2,189
12,ACAD HR ANL 2,189
2113,MISCELLANEOUS,190
2165,NURSE AID SR,191
3412,ULTRASOUND TCHNO SR,192
483,AUTO EQUIP OPR PRN,192
2903,RESP THER 2,192
3106,STDT ACAD ADVISOR 2,193
305,ASSOC ADJ PROF-HCOMP,193
24,ACAD PRG MGT OFCR 4,193
1220,ELECTRN,194
2312,PAT RCDS ABSTRACTOR 3,195
13,ACAD HR ANL 3,195
3180,STDT RSDNC HALLS,195
2174,NURSE PRACT 3,198
50,ACCESS REPR PRN,198
2520,PRG REPR 2,198
3145,STDT EVENTS,198
593,BUS SYS ANL 4,199
1205,EHS SPEC 3,200
726,CLIN APPLICATIONS PROFL 3,205
1620,HOSP BLANK AST 1,205
910,COMM SPEC 3,206
1892,LIBRARY AST 4,207
3103,STDT 4 NON UC,207
2008,MED CTR CUSTODIAN SR PD,210
832,CLIN SOCIAL WORKER 2,213
1428,FINANCIAL SVC ANL 3,218
1873,LECT-MISCELLANEOUS/PART TIME,218
884,COACH AST 3,219
3156,STDT INTERN,220
3460,VIS ASST PROF,220
2020,MED CTR FOOD SVC WORKER PRN,222
1414,FINANCIAL ANL 2,226
2022,MED CTR FOOD SVC WORKER SR,226
1586,HEALTH PROFNS EDUC SPEC 2,227
329,ASSOC PROF IN RES-HCOMP,227
892,COLL REPR SR,227
1654,HR GENERALIST 2,230
3403,TUT-NON STDNT,230
1885,LIBRARIAN-CAREER STATUS,232
3170,STDT LIFE DEV SPEC 3,233
3029,SPEC,234
3255,SURGICAL TCHN SR,235
560,BLDG MAINT WORKER SR,235
2761,RECALL TEACHING,237
1989,MED AST,237
1616,HOSP AST 3 PD,237
2601,PROJ SCIENTIST-FY,238
2578,PROF-FY,239
1618,HOSP AST SR,242
1546,GROUNDSKEEPER,248
2648,PUBL ADMSTN ANL SR,250
144,ADMIN SUPV 2,251
156,ADMISSIONS RECRMT SPEC 1,254
113,ADMIN ANL PRN 2,254
2887,RESID PHYS/SUBSPEC 4-8/NON REP,255
1891,LIBRARY AST 3,260
344,ASSOC PROJ SCIENTIST-FY,262
2953,RSCH DATA ANL 2,262
2400,PHARMACY TCHN 3,263
1708,INFO SYS ANL 3,263
2954,RSCH DATA ANL 3,265
129,ADMIN NURSE 1,266
3202,STERILE PROCESSING TCHN 2,267
774,CLIN LAB SCI SPEC,268
41,ACADEMIC COORD II-FY,272
2103,MGT SVC OFCR 1,273
1792,JR SPECIALIST NEX,277
391,ASST PROF IN RES-HCOMP,277
394,ASST PROF OF CLIN-HCOMP,277
728,CLIN APPLICATIONS PROFL 4,279
332,ASSOC PROF OF CLIN-HCOMP,280
2644,PUBL ADMSTN ANL,281
410,ASST RES-FY,281
856,CMTY EDUC SPEC 2,283
2932,RSCH ADM 4,284
3277,SYS ADM 3,288
2004,MED CTR CUSTODIAN,288
1817,LAB AST 3,289
1416,FINANCIAL ANL 4,291
2490,POLICE OFCR,291
3074,SRA 4,296
1871,LECT-FY,299
2054,MED OFC SVC CRD 3,301
2405,PHLEBOTOMIST CERT TCHN 2,301
3174,STDT PEER CNSLR,303
2930,RSCH ADM 2,306
3069,SRA 2,306
3107,STDT ACAD ADVISOR 3,308
2398,PHARMACY TCHN 2,324
123,ADMIN CARE CLIN PARTNER PD,326
2596,PROGR ANL 4,331
2591,PROGR ANL 2,336
784,CLIN NURSE 1,337
1642,HOSP UNIT SVC CRD 3,339
336,ASSOC PROF-AY-B/E/E,342
1427,FINANCIAL SVC ANL 2,346
3317,TCHN,348
2052,MED OFC SVC CRD 2,349
420,ASST SPECIALIST,350
653,CASE MGR EX,351
1327,EXEC AST 3,351
2288,PAT CARE AST,351
3185,STDT SVC ADVISOR 2,352
1415,FINANCIAL ANL 3,353
2610,PROJECT POLICY ANL 4,356
1625,HOSP LAB TCHN 1,360
1994,MED AST 3,367
3186,STDT SVC ADVISOR 3,368
3123,STDT AFFAIRS OFCR 2,372
265,APPLICATIONS PROGR 4,372
151,ADMISSIONS EVALUATOR 3,376
2512,PRACTICE CRD 2,380
125,ADMIN MGR 1,381
3125,STDT AFFAIRS OFCR 3 EX,382
1490,FOOD SVC WORKER SR,384
3091,STDT 1 NON UC,388
969,COOK,388
591,BUS SYS ANL 3,389
599,BUS TCHL SUPP ANL 2 TX,389
166,ADMITTING WORKER PRN,398
834,CLIN SOCIAL WORKER 3,409
2808,REG RESP THER 1,417
2776,RECR PRG INSTR,418
376,ASST ADJ PROF-HCOMP,419
317,ASSOC IN __ -AY-1/10-GSHIP,429
3208,STF PHARMACIST 2,441
122,ADMIN CARE CLIN PARTNER,449
2513,PRACTICE CRD 3,449
1627,HOSP LAB TCHN 2,452
3096,STDT 2 WKSTY,459
2187,NURSE SVC SUPV 2,460
2244,OTH POST-MD TRAIN 2-8/REP,469
358,ASSOC SPECIALIST,485
3178,STDT RESEARCHER,505
2879,RESC NURSE PD,509
2594,PROGR ANL 3,510
546,BLANK AST 1,520
2607,PROJECT POLICY ANL 2,523
263,APPLICATIONS PROGR 3,534
2568,PROF IN RES-HCOMP,539
3332,TEACHG FELLOW-GSHIP,542
1621,HOSP BLANK AST 2,546
3031,SPECIALIST,546
1992,MED AST 2,547
822,CLIN RSCH CRD AST,554
1855,LECT IN SUMMER SESSION,558
2881,RESID PHYS I/NON REP,571
3176,STDT RECR,576
2608,PROJECT POLICY ANL 3,584
399,ASST PROF-AY-B/E/E,591
136,ADMIN OFCR 3,592
3100,STDT 3 WKSTY,596
283,ASC PHYSCN,597
112,ADMIN ANL PRN 1,601
3131,STDT AID OUTSIDE AGENCY,613
2778,RECR PRG INSTR 2,630
3327,TEACHG ASST-1/10-NON GSHIP,638
2931,RSCH ADM 3,644
2757,RECALL FACULTY,650
1815,LAB AST 1,656
1024,CUSTODIAN,659
2571,PROF OF CLIN-HCOMP,665
2286,PAT BILLER 3,683
1142,DIR,700
1486,FOOD SVC WORKER,708
1676,HS CLIN INSTR-HCOMP,711
1816,LAB AST 2,716
3324,TEACHER-UNEX,718
771,CLIN LAB SCI,720
2509,POSTDOC-FELLOW,736
1866,LECT-AY-1/10,739
2099,MGR,744
2298,PAT COMM REPR,746
3027,SPC STDT BYA,776
2859,REMD TUT I-NON GSHIP,787
3484,VOC NURSE SR,801
3330,TEACHG ASST-NON GSHIP,823
821,CLIN RSCH CRD,845
2884,RESID PHYS II-VIII/NON REP,846
284,ASC PHYSCN DIPLOMATE,851
405,ASST PROJ SCIENTIST-FY,870
3072,SRA 3,946
1790,JR SPECIALIST,956
3116,STDT ACTIVITIES APPT OFFICIAL,994
2173,NURSE PRACT 2,1013
2007,MED CTR CUSTODIAN SR,1027
1668,HS ASSOC CLIN PROF-HCOMP,1028
1870,LECT-AY-CONTINUING,1050
115,ADMIN ANL SR,1051
1679,HS CLIN PROF-HCOMP,1084
135,ADMIN OFCR 2,1090
2580,PROF-HCOMP,1132
110,ADMIN ANL,1157
3104,STDT 4 WKSTY,1178
2576,PROF-AY-B/E/E,1194
2888,RESID PHYS/SUBSPEC 4-8/REP,1207
3194,STDT VOLUNTEER,1243
1865,LECT-AY,1283
3092,STDT 1 WKSTY,1314
318,ASSOC IN __ -AY-1/9-GSHIP,1373
3070,SRA 2 NEX,1407
2882,RESID PHYS I/REP,1428
334,ASSOC PROF-AY,1454
1622,HOSP BLANK AST 3,1487
3400,TUT-GSHIP,1501
140,ADMIN SPEC,1501
396,ASST PROF-AY,1534
3068,SRA 1,1539
1554,GSR-TUIT & FEE REM,1563
1868,LECT-AY-1/9,1713
2744,READER-GSHIP,1723
2745,READER-NON GSHIP,1749
786,CLIN NURSE 3,1796
2171,NURSE PD,1821
3401,TUT-NON GSHIP,2056
1672,HS ASST CLIN PROF-HCOMP,2078
1031,CUSTODIAN SR,2298
3326,TEACHG ASST-1/10-GSHIP,2338
2885,RESID PHYS II-VIII/REP,2591
548,BLANK AST 2,2666
3325,TEACHER-UNEX-CONTRACT YR,3304
2573,PROF-AY,3435
1552,GSR-NO REM,3449
1551,GSR-FULL FEE REM,4150
1553,GSR-PARTIAL FEE REM,4421
551,BLANK AST 3,5623
2507,POSTDOC-EMPLOYEE,7145
3097,STDT 3,9528
3090,STDT 1,9842
3328,TEACHG ASST-GSHIP,10653
785,CLIN NURSE 2,10940
3101,STDT 4,12039
3093,STDT 2,13325
