title,category,secondary_category,source,rule_id,confidence,original_category,needs_review,review_notes,notes,is_health,uc_cto,uc_cto_name,uc_academic_group,family,level,successor_title,next_title,n_all,n_2025,n_2020,n_2010,first_year,last_year,avg_gross_all,avg_gross_2025
HOSP LAB TCHN 2,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,HOSP LAB TCHN,2,,HOSP LAB TCHN 3,6265,634,452,0,2012,2025,69315.0,88480.0
CLERK,Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,high,,,,,N,,,,CLERK,1,,,6235,53,105,1431,2010,2025,6081.0,23263.0
STDT 1 WKSTY,Students,Student Assistant,claude,G05,high,Students,,,,N,,,,STDT,1,,,6229,14,1314,0,2017,2025,2878.0,3557.0
ANL 2,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,Staff,,,,N,,,,ANL,2,,ANL 3,6091,25,36,0,2012,2025,47975.0,48859.0
ADMIN CARE CLIN PARTNER,Health Care (Med Center & Clinical),Hospital Support & Patient Services,claude,H02,high,,,,,Y,,,,ADMIN CARE CLIN PARTNER,1,,,5997,692,449,0,2012,2025,47257.0,56593.0
PROGR ANL 2,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,,,,,N,,,,PROGR ANL,2,,PROGR ANL 3,5906,2,336,0,2012,2025,55725.0,0.0
ASST RES-FY,Academic Research,Professional Researcher,claude,R03,high,Research,,,Professional Research series (CTO 541-543),N,,,,RES-FY,1,,ASSOC RES-FY,5899,328,281,0,2012,2025,67185.0,90242.0
ASST ADJ PROF-HCOMP,Non-Senate Faculty,Adjunct Professor / Instructor,claude,F08,high,Non-Senate,,,,Y,335,ADJUNCT PROFESSOR,Faculty - Clinical/In-Residence/Adjunct,ADJ PROF-HCOMP,1,,ASSOC ADJ PROF-HCOMP,5830,332,419,0,2012,2025,118136.0,151412.0
ANL 1,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,Staff,,,,N,,,,ANL,1,,ANL 2,5765,51,36,0,2012,2025,40075.0,57298.0
STDT RECR 1,Students,Student Employee (other),claude,G06,high,,,,,N,,,,STDT RECR,1,,,5758,1121,0,0,2021,2025,4013.0,4326.0
REG RESP THER 1,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,REG RESP THER,1,,,5725,647,417,0,2012,2025,97839.0,116609.0
RESIDENT PHYS II-VIII/NON-REP,Health Care (Med Center & Clinical),Medical Intern / Resident,claude,H01,high,,,,CTO 446,Y,,,,RESIDENT PHYS II,8,,,5640,0,0,2800,2010,2011,45900.0,
STDT AFFAIRS OFCR 1,Staff - Professional & Supervisory,Student Services,claude,P-ROLE,high,,,,,N,,,,STDT AFFAIRS OFCR,1,,STDT AFFAIRS OFCR 2,5470,1,101,0,2012,2025,24505.0,236.0
STDT 4 WKSTY,Students,Student Assistant,claude,G05,high,Students,,,,N,,,,STDT,4,,,5357,5,1178,0,2017,2025,3678.0,37.0
ADMITTING WORKER PRN,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,ADMITTING WORKER,3,,,5342,667,398,0,2012,2025,57110.0,66168.0
CLIN SOCIAL WORKER 3,Health Care (Med Center & Clinical),Behavioral Health & Counseling,claude,H02,high,Staff,,,,Y,,,,CLIN SOCIAL WORKER,3,,,5330,635,409,0,2012,2025,86735.0,109855.0
STF PHARMACIST 2,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,STF PHARMACIST,2,,,5295,829,441,0,2016,2025,166277.0,200490.0
MED AST 3,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,Med Center,,,,Y,,,,MED AST,3,,,5201,895,367,0,2012,2025,51364.0,61691.0
ASSOC PROF-AY-B/E/E,Senate Faculty,Ladder Rank (Professor series),claude,F15,high,Senate,,,,N,010,PROFESSORIAL-TENURE,Faculty - Ladder-rank and Equivalent,PROF-AY-B/E/E,2,,PROF-AY-B/E/E,4999,486,342,0,2012,2025,200150.0,237610.0
MED OFC SVC CRD 2,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,Med Center,,,,Y,,,,MED OFC SVC CRD,2,,MED OFC SVC CRD 3,4991,454,349,0,2012,2025,43205.0,54340.0
TCHN,Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,high,Staff,,,,N,,,,TCHN,1,,TCHN SR,4963,379,348,0,2013,2025,38384.0,50232.0
ANL 3,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,Staff,,,,N,,,,ANL,3,,ANL 4,4938,34,20,0,2012,2025,55098.0,62770.0
STDT AFFAIRS OFCR 3 EX,Staff - Professional & Supervisory,Student Services,claude,P-ROLE,high,,,,,N,,,,STDT AFFAIRS OFCR,3,,STDT AFFAIRS OFCR 4,4910,0,382,0,2012,2024,52304.0,
JR SPECIALIST NEX,Academic Research,Specialist (research series),claude,R04,high,Staff,Y,,"Academic Specialist series (CTO 551/557), not Career Tracks 'SPEC'",N,,,,SPECIALIST,0,,ASST SPECIALIST,4894,298,277,0,2016,2025,18271.0,13561.0
CASE MGR EX,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,CASE MGR,1,,CASE MGR SR,4861,607,351,0,2012,2025,114714.0,145742.0
PROGR ANL 4,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,,,,,N,,,,PROGR ANL,4,,PROGR ANL 5,4859,0,331,0,2012,2023,101153.0,
PHARMACY TCHN 2,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,Med Center,,,,Y,,,,PHARMACY TCHN,2,,PHARMACY TCHN 3,4821,610,324,0,2012,2025,62553.0,71729.0
HOSP UNIT SVC CRD 3,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,HOSP UNIT SVC CRD,3,,,4812,384,339,0,2012,2025,52134.0,68244.0
HOSP LAB TCHN 1,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,HOSP LAB TCHN,1,,HOSP LAB TCHN 2,4802,412,360,0,2012,2025,67502.0,82772.0
STDT INTERN,Students,Student Employee (other),claude,G06,high,,,,,N,,,,STDT INTERN,1,,,4763,427,220,0,2012,2025,7169.0,7918.0
STDT SVC ADVISOR 2,Staff - Professional & Supervisory,Student Services,claude,P-ROLE,high,Acad Staff,,,,N,,,,STDT SVC ADVISOR,2,,STDT SVC ADVISOR 3,4742,547,352,0,2012,2025,49668.0,63213.0
STDT PEER CNSLR,Students,Student Employee (other),claude,G06,high,,,,,N,,,,STDT PEER CNSLR,1,,,4690,437,303,0,2013,2025,4624.0,5900.0
"STUDENT AID, OUTSIDE AGENCY",Students,Student Employee (other),claude,G06,high,,,,,N,,,,CLERK,1,CLERK,,4668,0,0,2453,2010,2011,1321.0,
SRA 4,Staff - Professional & Supervisory,Research Support (staff),claude,P02,high,Staff,,,Staff Research Associate series,N,,,,SRA,4,,,4667,330,296,0,2012,2025,65406.0,83479.0
RECREATION PROGRAM INSTRUCTOR,Staff - Support & Operations,"Recreation, Child Care & Camps",claude,X-SUCCESSOR,medium,,,,inherited from successor title 'RECREATION PRG INSTR' (P03),N,,,,RECREATION PRG INSTR,1,RECREATION PRG INSTR,,4654,0,0,2349,2010,2011,2995.0,
APPLICATIONS PROGR 4,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,Staff,,,,N,,,,APPLICATIONS PROGR,4,,APPLICATIONS PROGR 5,4613,495,372,0,2012,2025,112470.0,134823.0
TEACHG ASST-NON GSHIP,Student Instruction,Teaching Assistant / Fellow,claude,G01,high,Student Instruction,,,,N,426,TEACHING ASSISTANT & EQUIVALENT,Student Teaching/Research Assistants,TEACHG ASST-NON GSHIP,1,,,4579,59,823,0,2012,2025,11973.0,14708.0
LAB AST 3,Staff - Support & Operations,Research Support (staff),claude,O-ROLE,high,Research Staff,,,,N,,,,LAB AST,3,,LAB AST 4,4559,289,289,0,2012,2025,28881.0,36725.0
MED OFC SVC CRD 3,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,Med Center,,,,Y,,,,MED OFC SVC CRD,3,,MED OFC SVC CRD 4,4517,456,301,0,2012,2025,54236.0,65513.0
NURSE SVC SUPV 2,Health Care (Med Center & Clinical),Nursing,claude,H02,high,Med Center,,,,Y,,,,NURSE SVC SUPV,2,,,4498,746,460,0,2016,2025,184970.0,218427.0
BUS SYS ANL 3,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,Staff,,,,N,,,,BUS SYS ANL,3,,BUS SYS ANL 4,4414,531,389,0,2012,2025,81947.0,98364.0
STDT 4 WORK STUDY,Students,Student Assistant,claude,G05,high,,,,,N,,,,STDT,4,,,4414,0,0,0,2012,2016,2894.0,
CLIN NURSE 1,Health Care (Med Center & Clinical),Nursing,claude,H02,high,Med Center,,,,Y,,,,CLIN NURSE,1,,CLIN NURSE 2,4380,201,337,0,2012,2025,39715.0,47817.0
ADMIN MGR 1,Staff - Management,"Administration, Analysis & Clerical",claude,M-ROLE,high,Admin Staff,,,,N,,,,ADMIN MGR,1,,ADMIN MGR 2,4368,526,381,0,2012,2025,133189.0,158924.0
CLERK SR OR SECR,Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,high,Staff,,,,N,,,,CLERK SR OR SECR,1,,,4345,198,181,0,2012,2025,16872.0,26750.0
GROUNDSKEEPER,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,Staff,,,,N,,,,GROUNDSKEEPER,1,,,4344,324,248,230,2010,2025,37970.0,49419.0
STDT SVC ADVISOR 3,Staff - Professional & Supervisory,Student Services,claude,P-ROLE,high,Acad Staff,,,,N,,,,STDT SVC ADVISOR,3,,STDT SVC ADVISOR 4,4282,124,368,0,2012,2025,59855.0,60789.0
SPC STDT BYA,Students,Student Assistant,claude,G05,high,Students,,,,N,,,,SPC STDT,1,,,4251,49,776,0,2012,2025,1783.0,6622.0
STAFF RESEARCH ASSOC I,Staff - Professional & Supervisory,Research Support (staff),claude,P02,high,,,,Staff Research Associate series,N,,,,SRA,1,SRA 1,STAFF RESEARCH ASSOC II,4232,0,0,2100,2010,2011,19664.0,
OTH POST-MD TRAIN 2-8/NON REP,Health Care (Med Center & Clinical),Medical Intern / Resident,claude,H01,high,,,,CTO 446,Y,446,INTERN OR RESIDENT,Medical Interns/Residents,OTH POST-MD TRAIN 2-8,1,,,4177,15,99,0,2012,2025,43592.0,93397.0
MED CTR CUSTODIAN,Health Care (Med Center & Clinical),Hospital Support & Patient Services,claude,H02,high,Med Center,,,,Y,,,,MED CTR CUSTODIAN,1,,MED CTR CUSTODIAN SR,4176,510,288,0,2012,2025,40033.0,53942.0
FINANCIAL ANL 3,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,Staff,,,,N,,,,FINANCIAL ANL,3,,FINANCIAL ANL 4,4144,142,353,0,2012,2025,78032.0,77733.0
"CUSTODIAN, SR",Staff - Support & Operations,"Custodial, Food, Housing & Hospitality",claude,O-ROLE,high,,,,,N,,,,CUSTODIAN,2,CUSTODIAN SR,CUSTODIAN LD,4099,0,0,2057,2010,2011,27372.0,
PRACTICE CRD 2,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,PRACTICE CRD,2,,PRACTICE CRD 3,4086,556,380,0,2016,2025,52420.0,62532.0
PROJECT POLICY ANL 4,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,Staff,,,,N,,,,PROJECT POLICY ANL,4,,PROJECT POLICY ANL 5,4081,289,356,0,2012,2025,89168.0,97911.0
POLICE OFCR,Staff - Support & Operations,"Police, Security & Safety",claude,P01,high,Staff,,,,N,,,,POLICE OFCR,1,,,4077,316,291,0,2012,2025,112202.0,156479.0
ADMIN. SPECIALIST,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,ADMIN. SPECIALIST,1,,,4052,0,0,1962,2010,2012,38217.0,
HOSP AST SR,Health Care (Med Center & Clinical),Hospital Support & Patient Services,claude,H02,high,,,,,Y,,,,HOSP AST,2,,,4036,661,242,0,2012,2025,37619.0,44276.0
ASSOC PROF OF CLIN-HCOMP,Senate Faculty,Professor of Clinical X (Senate; health sciences),claude,F06,high,Senate,,,Senate members per Standing Order 105.1(a); UC reporting groups them with clinical faculty (uc_academic_group),Y,317,PROFESSOR OF CLINICAL __________,Faculty - Clinical/In-Residence/Adjunct,PROF OF CLIN-HCOMP,2,,PROF OF CLIN-HCOMP,4027,391,280,0,2012,2025,345333.0,438005.0
ASSOC PROJ SCIENTIST-FY,Academic Research,Project Scientist,claude,R02,high,Research,,,,N,,,,PROJ SCIENTIST-FY,2,,PROJ SCIENTIST-FY,4008,352,262,0,2012,2025,73072.0,86601.0
GRAD STDNT RES-TUIT & FEE REM,Student Research,Graduate Student Researcher,claude,G04,high,,,,,N,,,,GRAD STDNT RES-TUIT & FEE REM,1,,,3961,0,0,2008,2010,2011,19396.0,
BUS TCHL SUPP ANL 2 TX,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,Staff,,,,N,,,,BUS TCHL SUPP ANL,2,,BUS TCHL SUPP ANL 3 TX,3920,626,389,0,2019,2025,69420.0,83054.0
ADMIN CARE CLIN PARTNER PD,Health Care (Med Center & Clinical),Hospital Support & Patient Services,claude,H02,high,,,,,Y,,,,ADMIN CARE CLIN PARTNER,1,,,3916,419,326,0,2012,2025,18342.0,25853.0
ASSOC IN __ -AY-1/10-GSHIP,Student Instruction,Associate In (graduate student instructor),claude,G03,high,Student Instruction,,,,N,467,ASSOCIATE-STUDENT,Student Teaching/Research Assistants,ASSOC IN __ -AY-1/10-GSHIP,1,,,3909,26,429,0,2019,2025,16312.0,11699.0
USHER,Staff - Support & Operations,"Development, Communications & Events",claude,O-ROLE,high,Staff,,,,N,,,,USHER,1,,,3906,0,43,467,2010,2022,1480.0,
ACADEMIC COORD II-FY,Other Academic,Academic Coordinator,claude,A03,high,Acad Staff,,,,N,S46,ACADEMIC COORDINATOR,Other Academic Employees,ACADEMIC COORD II-FY,1,,,3889,315,272,0,2012,2025,97394.0,119312.0
CLIN LAB SCI SPEC,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,Staff,,,,Y,,,,CLIN LAB SCI SPEC,1,,CLIN LAB SCI SPEC SR,3881,326,268,0,2012,2025,116491.0,160246.0
ADMIN NURSE 1,Health Care (Med Center & Clinical),Nursing,claude,H02,high,,,,,Y,,,,ADMIN NURSE,1,,ADMIN NURSE 2 NEX,3848,375,266,0,2012,2025,167143.0,219666.0
FINANCIAL SVC ANL 2,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,Staff,,,,N,,,,FINANCIAL SVC ANL,2,,FINANCIAL SVC ANL 3,3834,14,346,0,2012,2025,55204.0,50285.0
ASST PROF IN RES-HCOMP,Senate Faculty,Professor In Residence (Senate; health sciences),claude,F07,high,Senate,,,Senate members per Standing Order 105.1(a); UC reporting groups them with clinical faculty (uc_academic_group),Y,311,PROFESSOR IN RESIDENCE,Faculty - Clinical/In-Residence/Adjunct,PROF IN RES-HCOMP,1,,ASSOC PROF IN RES-HCOMP,3807,274,277,0,2012,2025,210829.0,272733.0
RSDT AST,Staff - Support & Operations,Student Services,claude,O-ROLE,high,,,,,N,,,,RSDT,0,,,3764,5,97,0,2012,2025,2278.0,1055.0
CMTY EDUC SPEC 2,Staff - Professional & Supervisory,Student Services,claude,P-ROLE,high,Staff,,,,N,,,,CMTY EDUC SPEC,2,,CMTY EDUC SPEC 3,3762,407,283,0,2014,2025,30673.0,37497.0
LIBRARY AST 3,Staff - Support & Operations,Library & Museum Staff,claude,O-ROLE,high,Acad Staff,,,,N,,,,LIBRARY AST,3,,LIBRARY AST 4,3754,192,260,0,2012,2025,39428.0,55955.0
ANL 4,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,Staff,,,,N,,,,ANL,4,,ANL 5,3734,26,30,0,2012,2025,61364.0,85496.0
PHARMACY TCHN 3,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,Med Center,,,,Y,,,,PHARMACY TCHN,3,,,3731,514,263,0,2012,2025,72138.0,86803.0
ASSOC IN __ -ACAD YR-1/9-GSHIP,Student Instruction,Associate In (graduate student instructor),claude,G03,high,,,,,N,,,,ASSOC IN __ -ACAD YR-1/9-GSHIP,1,,,3712,0,0,1827,2010,2011,14893.0,
STDT RECR,Students,Student Employee (other),claude,G06,high,,,,,N,,,,STDT RECR,1,,,3706,0,576,0,2016,2020,3209.0,
PAT CARE AST,Health Care (Med Center & Clinical),Hospital Support & Patient Services,claude,H02,high,Med Center,,,,Y,,,,PAT CARE,0,,,3702,511,351,0,2016,2025,61843.0,66397.0
POSTDOC-FELLOW,Academic Research,Postdoctoral Scholar,claude,R01,high,Staff,Y,,,N,575,POSTDOCTORAL SCHOLAR,Postdoctoral Scholars,POSTDOC-FELLOW,1,,,3687,268,736,0,2012,2025,42469.0,53103.0
CLIN APPLICATIONS PROFL 4,Health Care (Med Center & Clinical),Health IT & Informatics,claude,H02,high,Med Center,,,,Y,,,,CLIN APPLICATIONS PROFL,4,,CLIN APPLICATIONS PROFL 5,3666,605,279,0,2015,2025,134753.0,164417.0
MED AST,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,Med Center,,,,Y,,,,MED,0,,,3666,540,237,0,2012,2025,37707.0,42296.0
"NURSE, CLINICAL III",Health Care (Med Center & Clinical),Nursing,claude,H02,high,,,,,Y,,,,CLIN NURSE,3,CLIN NURSE 3,"NURSE, CLINICAL IV",3666,0,0,1809,2010,2011,103968.0,
TUT-NON STDNT,Student Instruction,Reader / Tutor,claude,G02,high,Acad Staff,,,,N,928,MISCELLANEOUS TITLES-SINGLE TITLES,Other Academic Employees,TUT-NON STDNT,1,,,3619,207,230,0,2012,2025,15535.0,22044.0
_____ASSISTANT I,Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,medium,,,,,N,,,,BLANK AST,1,BLANK AST 1,_____ASSISTANT II,3563,0,0,1829,2010,2011,13618.0,
BLDG MAINT WORKER SR,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,Staff,,,,N,,,,BLDG MAINT WORKER,2,,BLDG MAINT WORKER LD,3495,308,235,0,2012,2025,48504.0,61040.0
EXEC AST 3,Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,high,Admin Staff,,,,N,,,,EXEC AST,3,,EXEC AST 4,3489,108,351,0,2012,2025,65883.0,81217.0
ASST PROF OF CLIN-HCOMP,Senate Faculty,Professor of Clinical X (Senate; health sciences),claude,F06,high,Senate,,,Senate members per Standing Order 105.1(a); UC reporting groups them with clinical faculty (uc_academic_group),Y,317,PROFESSOR OF CLINICAL __________,Faculty - Clinical/In-Residence/Adjunct,PROF OF CLIN-HCOMP,1,,ASSOC PROF OF CLIN-HCOMP,3480,359,277,0,2012,2025,287613.0,357317.0
RES-FY,Academic Research,Professional Researcher,claude,R03,high,Research,,,Professional Research series (CTO 541-543),N,,,,RES-FY,3,,,3473,209,177,0,2012,2025,117279.0,151456.0
GSR-TUIT & FEE REM-UCSD-GRP B,Student Research,Graduate Student Researcher,claude,G04,high,Student Reasearch,,,,N,436,GRADUATE STUDENT RESEARCHER,Student Teaching/Research Assistants,GSR-TUIT & FEE REM-UCSD-GRP B,1,,,3465,257,117,199,2010,2025,22789.0,29710.0
STERILE PROCESSING TCHN 2,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,STERILE PROCESSING TCHN,2,,STERILE PROCESSING TCHN 3,3444,418,267,0,2012,2025,58010.0,68087.0
HOSP BLANK AST 1,Health Care (Med Center & Clinical),Hospital Support & Patient Services,claude,H02,high,Staff,,,,Y,,,,HOSP BLANK AST,1,,HOSP BLANK AST 2,3430,328,205,0,2012,2025,34453.0,44655.0
RSCH DATA ANL 2,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,Research Staff,,,,N,,,,RSCH DATA ANL,2,,RSCH DATA ANL 3,3425,418,262,0,2012,2025,43868.0,56942.0
RSCH ADM 4,Staff - Professional & Supervisory,Research Support (staff),claude,P-ROLE,high,Research Staff,,,,N,,,,RSCH ADM,4,,RSCH ADM 5,3413,89,284,0,2012,2025,92339.0,102148.0
PROJ SCIENTIST-FY,Academic Research,Project Scientist,claude,R02,high,Research,,,,N,,,,PROJ SCIENTIST-FY,3,,,3386,333,238,0,2012,2025,95928.0,117756.0
UNCLASSIFIED,Other / Uncategorized,Unclassified,claude,Z02,medium,,,,,N,,,,UNCLASSIFIED,1,,,3370,5,90,660,2010,2025,17041.0,39453.0
LIBRARIAN-CAREER STATUS,Other Academic,Librarian,claude,A01,high,Acad Staff,,,,N,,,,LIBRARIAN-CAREER STATUS,3,,,3328,202,232,0,2012,2025,102764.0,134259.0
LECT-MISCELLANEOUS/PART TIME,Lecturers (Unit 18),Lecturer (misc / part-time / without salary),claude,L04,medium,Non-Senate,,,CTO 928 miscellaneous; small or zero pay,N,928,MISCELLANEOUS TITLES-SINGLE TITLES,Other Academic Employees,LECT-MISCELLANEOUS/PART TIME,1,,,3321,453,218,0,2012,2025,7779.0,1464.0
JUNIOR SPECIALIST,Academic Research,Specialist (research series),claude,R04,high,,,,"Academic Specialist series (CTO 551/557), not Career Tracks 'SPEC'",N,,,,SPECIALIST,0,,ASST SPECIALIST,3305,0,0,1616,2010,2012,15662.0,
STDT ACAD ADVISOR 3,Staff - Professional & Supervisory,Student Services,claude,P-ROLE,high,Acad Staff,,,,N,,,,STDT ACAD ADVISOR,3,,STDT ACAD ADVISOR 4,3305,44,308,0,2012,2025,57614.0,44744.0
GSR-TUIT & FEE REM-UCSD-GRP F,Student Research,Graduate Student Researcher,claude,G04,high,Student Reasearch,,,,N,436,GRADUATE STUDENT RESEARCHER,Student Teaching/Research Assistants,GSR-TUIT & FEE REM-UCSD-GRP F,1,,,3304,277,108,117,2010,2025,22491.0,31558.0
INFO SYS ANL 3,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,Staff,,,,N,,,,INFO SYS ANL,3,,INFO SYS ANL 4,3304,385,263,0,2012,2025,91496.0,106672.0
HR GENERALIST 2,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,Staff,,,,N,,,,HR GENERALIST,2,,HR GENERALIST 3,3289,441,230,53,2010,2025,60899.0,79900.0
MED CTR FOOD SVC WORKER SR,Health Care (Med Center & Clinical),Hospital Support & Patient Services,claude,H02,high,Med Center,,,,Y,,,,MED CTR FOOD SVC WORKER,2,,MED CTR FOOD SVC WORKER PRN,3285,437,226,0,2012,2025,49270.0,54724.0
CLIN SOCIAL WORKER 2,Health Care (Med Center & Clinical),Behavioral Health & Counseling,claude,H02,high,Med Center,,,,Y,,,,CLIN SOCIAL WORKER,2,,CLIN SOCIAL WORKER 3,3281,251,213,0,2012,2025,69976.0,90561.0
SURGICAL TCHN SR,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,SURGICAL TCHN,2,,SURGICAL TCHN PRN,3251,365,235,0,2012,2025,72539.0,82276.0
ASSOC PROF IN RES-HCOMP,Senate Faculty,Professor In Residence (Senate; health sciences),claude,F07,high,Senate,,,Senate members per Standing Order 105.1(a); UC reporting groups them with clinical faculty (uc_academic_group),Y,311,PROFESSOR IN RESIDENCE,Faculty - Clinical/In-Residence/Adjunct,PROF IN RES-HCOMP,2,,PROF IN RES-HCOMP,3247,243,227,0,2012,2025,230193.0,291886.0
STDT EVENTS,Students,Student Employee (other),claude,G06,high,,,,,N,,,,STDT EVENTS,1,,,3245,353,198,0,2013,2025,3460.0,3860.0
PRG REPR 2,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,PRG REPR,2,,PRG REPR 3,3191,1,198,0,2012,2025,35557.0,8579.0
VIS ASST PROF,Non-Senate Faculty,Visiting Professor,claude,F09,high,Non-Senate,,,,N,323,VISITING PROFESSOR,Faculty - Clinical/In-Residence/Adjunct,VIS PROF,1,,VIS ASSOC PROF,3173,242,220,0,2012,2025,41534.0,53863.0
LECTURER - ACADEMIC YEAR - 1/9,Lecturers (Unit 18),Lecturer (Pre-Six),claude,L05,high,,,,,N,,,,LECT-AY,1,LECT-AY-1/9,,3145,0,0,1506,2010,2012,13456.0,
OTH POST-MD TRAIN 2-8/REP,Health Care (Med Center & Clinical),Medical Intern / Resident,claude,H01,high,Med Center,,,CTO 446,Y,446,INTERN OR RESIDENT,Medical Interns/Residents,OTH POST-MD TRAIN 2-8,1,,,3124,470,469,0,2019,2025,65628.0,74823.0
